Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,team_avg_pull,team_avg_blk,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,BLK/PP %,Pull/Team Pull %,BLK/Team avg BLK %,SCR/POS %_adj,BLK/PP %_adj,PM/PP_adj,Y/POS_adj,HA/POS %_adj,CMP/POS_adj,AST/POS %_adj,GLS/POS %_adj,T/POS %_adj,TY/POS_adj,RY/POS_adj,Y/CMP_adj,MP_adj,DPP_adj,Pull/Team Pull %_adj,Hck_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_Z,DPP_Z,Pull_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Noah Celuch,11,231,279,22,11,11,6,12,338,95.48,2643,2086,557,52.69,13,13,0,3,0,4,44.44,0,211,20,265,thunderbirds,2023,179.0,6.0,5.0,3.94,3.94,7.89,1.21,0.05,7.0,2.0,9.0,4.66,4.66,7.82,2.6,0.0,120.0,8.1,2.61,0.05,9.03,4.67,1.2,4.01,4.05,4.67,6.93,2.14,8.1,262.37,22.01,3.49,4.0,-0.02,0.15,-0.47,0.51,0.39,1.5,0.01,-0.04,0.76,-0.46,1.21,0.34,-1.24,0.95,-0.87,-0.39,0.05,0.01,0.08,-0.018
Chris Graber,6,93,60,9,2,7,4,11,15,93.75,515,2,513,46.67,2,1,0,1,0,0,--,0,9,84,121,thunderbirds,2023,179.0,6.0,5.0,3.33,11.67,15.0,0.25,0.12,0.0,9.0,9.0,3.33,1.67,34.33,4.3,0.0,80.0,14.86,4.11,0.1,9.14,3.57,0.36,3.71,11.0,2.15,0.71,8.57,31.71,130.71,83.14,14.43,0.57,-0.75,-0.32,-0.54,-0.83,-0.85,-0.88,-0.82,-0.44,-0.94,-0.51,-0.87,-0.39,2.68,-0.86,0.09,-0.39,-0.19,-0.26,-0.43,-0.018
Pete Zaccardi,11,183,126,11,9,2,8,9,102,90.27,1307,775,532,43.65,6,9,0,1,0,7,77.78,38,19,164,235,thunderbirds,2023,179.0,6.0,5.0,7.14,1.59,8.73,0.81,0.05,6.0,4.0,10.0,4.76,7.14,12.81,4.37,633.33,160.0,9.12,4.27,0.05,10.0,4.78,0.82,7.06,1.99,6.98,5.93,4.15,13.04,231.62,157.68,594.19,6.78,-0.64,0.63,-0.68,-0.33,-0.4,-0.24,-0.18,-0.94,0.19,-0.49,-0.1,-0.75,-0.51,0.58,1.29,2.08,-0.38,0.75,-0.18,-0.018
Alex Thomas,4,72,46,7,4,3,1,8,22,100.0,286,80,206,71.74,2,0,0,0,0,0,--,0,4,68,82,thunderbirds,2023,179.0,6.0,5.0,8.7,6.52,15.22,0.48,0.11,2.0,4.0,6.0,4.35,0.0,13.0,1.39,0.0,20.0,15.0,1.68,0.09,6.71,4.47,0.57,8.22,6.61,0.89,2.54,4.36,13.54,101.11,69.79,18.04,0.71,-0.86,-1.04,-0.75,-0.97,-0.85,-0.83,-0.64,-0.84,-1.08,-0.86,-0.8,2.62,-0.48,-1.35,-0.15,-0.39,-0.16,-0.68,-0.61,-0.018
Jacob Anthuvan,9,111,102,8,2,6,4,8,42,91.3,616,1,615,46.08,2,4,0,0,0,0,--,0,36,75,135,thunderbirds,2023,179.0,6.0,5.0,1.96,5.88,7.84,0.41,0.07,0.0,6.0,6.0,1.96,3.92,14.67,3.6,0.0,80.0,8.39,3.55,0.06,6.36,2.23,0.46,2.32,5.98,4.02,0.45,6.0,14.79,139.82,75.27,9.02,0.36,-0.8,-0.32,-0.75,-0.77,-0.85,-0.68,-0.82,-0.54,-0.52,-0.39,-0.87,-0.46,-0.23,-0.68,-0.04,-0.39,-0.45,-0.26,-0.83,-0.018
Ryan Kindell,7,70,45,8,5,3,5,7,24,80.0,353,237,116,42.22,1,6,0,0,0,3,50.00,20,4,66,84,thunderbirds,2023,179.0,6.0,5.0,11.11,6.67,17.78,0.53,0.1,5.0,3.0,8.0,2.22,13.33,14.71,7.14,333.33,100.0,17.09,6.39,0.08,8.36,2.73,0.62,10.18,6.73,11.82,5.0,3.55,14.94,103.09,68.18,291.09,3.18,-0.8,-0.08,-0.82,-0.93,-0.97,-0.82,-0.54,-0.84,-0.23,-0.96,-0.64,-0.92,-0.22,-1.32,-0.18,0.91,-0.67,0.12,-0.97,-0.018
Thomas Hansen,8,99,62,4,1,3,2,6,19,100.0,274,118,156,51.61,1,0,0,0,0,0,--,0,3,96,120,thunderbirds,2023,179.0,6.0,5.0,1.61,4.84,6.45,0.31,0.06,2.0,3.0,4.0,1.61,0.0,14.42,2.02,0.0,40.0,7.5,2.16,0.05,4.83,2.08,0.41,2.22,5.14,0.69,2.42,3.42,14.64,129.58,93.5,14.03,0.56,-1.03,-0.8,-0.89,-0.98,-0.97,-0.85,-0.91,-0.84,-1.08,-0.92,-0.76,0.21,-0.27,-0.87,0.27,-0.39,-0.19,-0.54,-0.58,-0.018
Andrew Thompson,8,88,65,8,6,2,2,5,49,89.09,327,265,62,47.69,3,4,0,1,0,1,100.00,2,4,84,112,thunderbirds,2023,179.0,6.0,5.0,9.23,3.08,12.31,0.75,0.06,4.0,1.0,5.0,4.62,6.15,6.67,2.27,33.33,40.0,12.54,2.37,0.05,5.67,4.67,0.78,8.8,3.6,6.0,4.13,1.67,7.91,122.27,83.2,42.35,1.4,-0.8,-0.8,-0.96,-0.95,-0.74,-0.63,-0.45,-0.94,-0.52,-1.02,-0.61,-0.26,-1.41,-0.97,0.09,-0.26,-0.37,-0.52,-0.85,-0.018
Dylan Best,1,19,25,6,4,2,0,5,17,94.44,252,99,153,44.0,1,1,0,0,0,2,100.00,0,19,0,20,thunderbirds,2023,179.0,6.0,5.0,16.0,8.0,24.0,0.68,0.26,4.0,6.0,10.0,4.0,4.0,14.82,0.0,0.0,0.0,21.14,0.86,0.19,10.0,4.29,0.77,13.14,7.71,4.29,4.29,6.0,15.16,68.29,22.29,28.86,2.57,-0.92,-1.27,-0.96,-1.0,-0.97,-0.87,-0.64,-0.94,-0.94,-0.92,-0.78,-0.71,-0.21,-2.13,-1.16,-0.39,-0.37,-0.81,-1.0,-0.018
John McMonigal,8,98,59,5,2,3,2,4,25,96.15,300,189,111,54.24,1,1,0,2,0,1,100.00,0,8,90,108,thunderbirds,2023,179.0,6.0,5.0,3.39,5.08,8.47,0.42,0.04,3.0,2.0,5.0,1.69,1.69,12.0,2.04,0.0,40.0,9.27,2.18,0.03,5.72,2.17,0.5,3.77,5.36,2.17,3.29,2.58,12.58,119.74,88.26,14.64,1.43,-0.97,-0.8,-1.03,-0.96,-0.97,-0.81,-0.82,-0.84,-0.94,-0.97,-0.69,0.52,-0.63,-1.02,0.18,-0.39,-0.26,-0.54,-0.69,-0.018
Quinn Buermeyer,12,266,338,39,5,34,4,20,161,88.46,2477,713,1764,35.21,7,16,1,7,0,2,40.00,1,243,23,327,steel,2023,148.0,5.0,4.0,1.48,10.06,11.54,0.48,0.08,2.0,5.0,7.0,2.07,4.73,15.39,1.5,20.0,100.0,11.61,1.54,0.08,7.09,2.15,0.49,1.61,9.97,4.74,2.09,5.03,15.41,323.03,24.58,22.33,2.06,0.93,-0.32,0.09,0.4,-0.29,0.19,-0.54,2.26,1.19,0.91,-0.16,-1.76,-0.12,1.73,-0.82,-0.32,-0.47,-0.25,-0.86,-0.554
Raphy Hayes,5,120,137,28,18,10,6,20,149,91.41,2901,1260,1641,47.45,11,12,0,2,0,10,62.50,2,109,11,132,steel,2023,148.0,5.0,4.0,13.14,7.3,20.44,1.09,0.17,9.0,12.0,21.0,8.03,8.76,19.47,5.0,40.0,150.0,20.0,4.86,0.16,20.25,7.82,1.08,12.65,7.28,8.5,8.73,11.59,19.23,135.88,15.56,44.15,9.59,0.32,0.15,0.09,0.67,0.16,0.11,0.65,-0.14,0.62,0.77,0.38,-0.29,0.48,-0.72,-1.0,-0.24,-0.21,0.04,-0.3,-0.554
Nate Knutson,10,171,124,11,2,9,9,19,14,93.33,487,25,462,31.45,4,1,0,0,0,0,--,0,36,135,199,steel,2023,148.0,5.0,4.0,1.61,7.26,8.87,0.11,0.11,0.0,4.0,4.0,3.23,0.81,34.79,5.26,0.0,225.0,9.25,5.09,0.1,4.45,3.36,0.18,1.94,7.24,1.12,0.37,4.15,33.39,198.25,130.75,7.54,0.3,-0.64,0.87,0.02,-0.85,-0.63,-0.89,-0.82,-0.24,-0.94,-0.57,-0.85,-2.21,2.75,0.12,0.86,-0.39,-0.0,0.43,0.23,-0.554
Genichi Nakano,12,211,148,15,5,10,13,17,57,89.06,1335,548,787,32.43,0,6,1,5,0,3,75.00,0,53,158,243,steel,2023,148.0,5.0,4.0,3.38,6.76,10.14,0.39,0.08,4.0,5.0,9.0,0.0,4.05,23.42,6.16,0.0,325.0,10.38,5.96,0.07,9.06,0.32,0.43,3.55,6.78,4.11,4.06,5.06,22.95,239.58,152.94,6.39,3.06,-0.41,1.82,-0.12,-0.31,-1.08,-0.57,-0.54,-0.14,-0.23,-0.2,-0.33,-2.1,1.07,0.68,1.2,-0.39,-0.34,0.98,0.0,-0.554
Scott Radlauer,9,177,138,11,4,7,11,15,74,88.1,1036,133,903,31.88,3,7,0,0,0,0,0.00,40,66,111,205,steel,2023,148.0,5.0,4.0,2.9,5.07,7.97,0.54,0.08,1.0,7.0,8.0,2.17,5.07,14.0,6.21,800.0,275.0,8.38,5.99,0.07,8.14,2.36,0.57,3.11,5.2,5.07,1.27,6.93,14.14,203.92,108.77,752.77,0.27,-0.64,1.34,-0.26,-0.5,-0.74,-0.45,-0.64,-0.44,-0.09,-0.07,-0.74,-2.16,-0.33,0.2,0.5,2.74,-0.52,1.29,-0.11,-0.554
Aaron Peterschmidt,7,111,76,14,9,5,3,14,65,97.01,1040,453,587,44.74,4,2,0,1,0,0,--,8,42,69,118,steel,2023,148.0,5.0,4.0,11.84,6.58,18.42,0.86,0.13,6.0,8.0,14.0,5.26,2.63,16.0,2.7,160.0,75.0,17.91,2.73,0.11,13.53,5.23,0.88,11.16,6.63,2.91,5.88,7.77,16.0,126.26,70.05,153.14,0.47,-0.47,-0.56,-0.33,-0.5,-0.63,-0.51,-0.18,-0.64,-0.8,-0.42,-0.42,-0.62,-0.03,-0.9,-0.13,0.23,-0.03,-0.28,-0.2,-0.554
Conner Stillwell,9,161,201,19,8,11,4,12,116,90.63,2227,748,1479,41.29,13,9,0,2,0,1,50.00,0,145,16,182,steel,2023,148.0,5.0,4.0,3.98,5.47,9.45,0.58,0.07,4.0,7.0,11.0,6.47,4.48,19.2,2.48,0.0,100.0,9.67,2.5,0.07,10.95,6.4,0.6,4.08,5.54,4.5,4.05,6.95,19.05,182.33,18.94,4.79,1.14,-0.19,-0.32,-0.47,0.25,0.39,-0.14,-0.27,-0.04,0.19,0.59,-0.13,-1.03,0.44,-0.09,-0.93,-0.39,-0.08,-0.26,-0.26,-0.554
Brian Stout,5,90,85,6,0,6,6,10,29,96.67,582,45,537,37.65,0,1,0,1,0,0,0.00,2,48,42,99,steel,2023,148.0,5.0,4.0,0.0,7.06,7.06,0.34,0.11,1.0,6.0,7.0,0.0,1.18,20.07,6.67,40.0,150.0,7.79,6.28,0.1,7.32,0.53,0.41,0.63,7.05,1.58,1.42,6.0,19.64,108.47,45.79,46.42,0.42,-0.92,0.15,-0.61,-0.79,-1.08,-0.78,-1.0,-0.54,-0.94,-0.48,-0.83,-1.47,0.57,-1.14,-0.54,-0.24,-0.33,0.04,-0.49,-0.554
Jake Johnson,12,289,387,39,21,18,6,10,518,93.17,5102,3575,1527,38.5,12,29,0,6,0,11,44.00,0,287,2,347,steel,2023,148.0,5.0,4.0,5.43,4.65,10.08,1.34,0.03,9.0,4.0,13.0,3.1,7.49,9.85,2.08,0.0,150.0,10.18,2.1,0.03,12.92,3.15,1.33,5.44,4.71,7.43,8.9,4.05,10.0,343.02,3.91,2.54,10.82,0.93,0.15,-0.61,2.05,0.28,2.83,0.92,0.66,3.03,0.64,2.7,-1.37,-0.94,1.98,-1.13,-0.39,-0.65,0.01,-1.0,-0.554
Josh Moore,7,124,111,12,1,11,3,10,73,96.05,1091,238,853,42.34,8,3,0,2,0,0,0.00,3,65,59,146,steel,2023,148.0,5.0,4.0,0.9,9.91,10.81,0.66,0.08,2.0,8.0,10.0,7.21,2.7,14.95,2.42,60.0,75.0,11.07,2.47,0.07,10.0,7.03,0.69,1.32,9.67,2.89,2.25,7.83,15.04,149.55,60.57,63.39,0.33,-0.58,-0.56,-0.61,-0.47,-0.18,-0.46,-0.91,-0.04,-0.66,-0.12,-0.64,-0.91,-0.19,-0.54,-0.28,-0.16,-0.02,-0.36,-0.22,-0.554
Antonio Rueda,9,184,178,12,7,5,7,8,146,92.99,1206,549,657,28.09,8,10,0,1,0,0,0.00,0,90,94,214,steel,2023,148.0,5.0,4.0,3.93,2.81,6.74,0.82,0.04,3.0,4.0,7.0,4.49,5.62,8.26,3.8,0.0,175.0,7.13,3.76,0.04,7.16,4.52,0.83,4.04,3.03,5.59,3.11,4.11,8.67,212.67,93.15,5.37,0.21,-0.58,0.39,-0.75,-0.4,-0.18,0.08,-0.36,-0.64,0.33,-0.35,-0.33,-2.62,-1.18,0.31,0.24,-0.39,-0.47,0.15,-0.64,-0.554
Leandro Marx,2,48,57,15,8,7,0,8,56,90.32,855,186,669,54.39,6,6,0,1,0,1,50.00,0,47,1,55,steel,2023,148.0,5.0,4.0,14.04,12.28,26.32,0.98,0.17,3.0,12.0,15.0,10.53,10.53,15.27,0.0,0.0,0.0,24.48,0.45,0.14,14.25,9.7,0.98,12.84,11.49,9.7,3.3,11.1,15.38,75.0,12.49,15.07,1.45,-0.41,-1.27,-0.75,-0.62,-0.4,-0.58,-0.27,-0.44,-0.23,-0.33,-0.69,0.54,-0.14,-1.69,-1.15,-0.39,-0.43,-0.81,-1.09,-0.554
Avi Taylor,4,56,38,4,1,3,3,6,22,91.67,341,115,226,26.32,3,1,0,0,1,0,--,0,16,40,57,steel,2023,148.0,5.0,4.0,2.63,7.89,10.53,0.58,0.11,3.0,6.0,9.0,7.89,2.63,15.5,5.36,0.0,75.0,11.25,4.87,0.09,9.21,7.29,0.67,3.33,7.7,3.12,3.42,6.0,15.6,84.5,47.92,21.04,0.83,-1.03,-0.56,-0.89,-0.94,-0.74,-0.83,-0.91,-0.84,-0.94,-0.84,-0.76,-2.83,-0.11,-1.66,-0.57,-0.39,-0.28,-0.4,-0.64,-0.554
Austin Kelly,6,106,126,14,11,3,1,5,132,91.67,1934,1223,711,46.83,10,9,0,1,0,4,36.36,1,101,5,124,steel,2023,148.0,5.0,4.0,8.73,2.38,11.11,1.05,0.05,10.0,6.0,15.0,7.94,7.14,14.65,0.94,20.0,25.0,11.32,1.09,0.05,14.63,7.72,1.05,8.53,2.72,6.98,9.63,6.0,14.75,128.78,10.37,25.96,4.0,-0.47,-1.04,-0.96,0.06,0.05,-0.02,0.01,-0.84,0.19,-0.28,0.35,-0.37,-0.23,-0.82,-1.09,-0.32,-0.2,-0.67,-0.67,-0.554
Eli Friedman,1,25,30,7,5,2,1,5,39,95.12,761,621,140,60.0,2,2,0,1,0,7,100.00,0,25,0,25,steel,2023,148.0,5.0,4.0,16.67,6.67,23.33,1.3,0.2,21.0,5.0,25.0,6.67,6.67,19.51,4.0,0.0,25.0,21.0,3.75,0.15,21.25,6.25,1.23,14.0,6.75,6.25,17.0,5.25,18.63,66.0,19.5,25.25,6.25,-0.86,-1.04,-0.96,-0.68,-0.85,-0.71,-0.54,-0.94,-0.8,-0.93,-0.25,1.21,0.49,-2.07,-1.16,-0.39,-0.26,-0.68,-0.76,-0.554
Tom Doi,2,36,45,9,1,8,0,5,23,85.19,525,42,483,57.78,4,3,0,1,0,0,0.00,0,36,0,43,steel,2023,148.0,5.0,4.0,2.22,17.78,20.0,0.51,0.14,1.0,11.0,12.0,8.89,6.67,22.83,0.0,0.0,0.0,18.91,0.55,0.11,11.64,8.18,0.6,2.91,15.82,6.37,1.73,10.09,21.59,69.55,14.18,18.36,0.73,-0.75,-1.27,-0.96,-0.82,-0.63,-0.82,-0.91,-0.34,-0.66,-0.54,-0.83,0.95,0.98,-1.84,-1.16,-0.39,-0.37,-0.81,-1.0,-0.554
Joel Caswell,6,58,82,3,1,2,1,4,10,90.91,219,-3,222,18.29,0,0,0,0,0,0,--,0,48,10,76,steel,2023,148.0,5.0,4.0,1.22,2.44,3.66,0.12,0.07,-0.0,3.0,3.0,0.0,0.0,21.9,1.72,0.0,25.0,4.78,1.86,0.06,3.76,0.54,0.22,1.74,2.94,0.54,0.54,3.33,21.26,88.28,17.39,10.98,0.43,-1.08,-1.04,-1.03,-1.02,-1.08,-0.92,-0.91,-0.94,-1.08,-0.84,-0.88,-3.79,0.84,-1.42,-1.02,-0.39,-0.32,-0.68,-0.86,-0.554
Jon Snyder,7,145,187,19,9,10,0,4,281,94.3,2687,1911,776,45.99,16,13,1,2,0,7,46.67,0,145,0,178,steel,2023,148.0,5.0,4.0,4.81,5.35,10.16,1.5,0.03,10.0,4.0,14.0,8.56,6.95,9.56,0.0,0.0,0.0,10.35,0.15,0.03,13.8,8.38,1.47,4.87,5.43,6.85,9.75,4.1,9.89,178.56,3.96,5.13,6.85,-0.19,-1.27,-1.03,0.53,0.73,1.08,-0.18,-0.14,0.76,-0.21,1.03,-0.47,-0.99,-0.14,-1.16,-0.39,-0.02,-0.81,-0.46,-0.554
Landon Lavoie,4,84,60,7,6,1,7,4,56,83.58,560,371,189,38.33,2,9,0,1,0,2,25.00,45,24,60,80,steel,2023,148.0,5.0,4.0,10.0,1.67,11.67,0.93,0.05,6.0,3.0,9.0,3.33,15.0,10.0,8.33,900.0,175.0,12.0,7.57,0.04,9.14,3.57,0.94,9.43,2.43,13.57,5.86,3.43,10.86,95.57,62.57,785.86,2.29,-0.86,0.39,-1.03,-0.8,-0.85,-0.58,-0.45,-1.04,0.19,-0.88,-0.5,-1.39,-0.92,-1.37,-0.27,3.13,-0.87,0.81,-0.91,-0.554
Cole Eustis,5,92,52,4,2,2,3,3,47,94.0,526,294,232,36.54,1,3,0,1,0,0,--,6,11,81,101,steel,2023,148.0,5.0,4.0,3.85,3.85,7.69,0.9,0.03,6.0,4.0,10.0,1.92,5.77,11.19,3.26,120.0,75.0,8.71,3.22,0.03,10.0,2.42,0.92,4.2,4.36,5.65,5.84,4.32,11.97,115.19,80.52,116.94,0.65,-1.03,-0.56,-1.1,-0.82,-0.97,-0.65,-0.82,-0.94,-0.66,-0.83,-0.58,-1.6,-0.75,-1.11,0.05,0.08,-0.43,-0.31,-0.83,-0.554
Jordan Kerr,15,327,363,103,61,42,9,100,339,94.96,5880,2324,3556,62.26,25,12,0,0,1,8,72.73,1,307,20,346,shred,2023,248.0,14.0,7.0,16.8,11.57,28.37,0.93,0.31,6.0,10.0,16.0,6.89,3.31,17.35,2.75,7.14,128.57,27.98,2.76,0.3,15.84,6.84,0.93,16.51,11.45,3.36,5.97,9.89,17.31,341.79,21.55,9.66,7.89,4.52,0.87,5.67,2.54,1.74,1.51,4.59,3.06,0.62,2.95,1.45,1.48,0.17,1.97,-0.87,-0.37,1.89,0.43,3.14,0.702
Jace Duennebeil,15,254,301,71,21,50,3,61,132,94.29,3972,848,3124,62.79,16,8,0,5,0,9,81.82,0,252,2,253,shred,2023,248.0,14.0,7.0,6.98,16.61,23.59,0.44,0.24,3.0,10.0,13.0,5.32,2.66,30.09,1.18,0.0,42.86,23.28,1.24,0.23,12.9,5.31,0.46,6.95,16.3,2.74,3.06,9.87,29.64,250.94,4.44,3.25,8.84,2.72,-0.56,2.95,1.34,0.73,-0.02,0.92,3.86,0.05,2.46,-0.03,1.55,2.05,0.8,-1.13,-0.39,0.97,-0.4,1.28,0.702
Jacob Miller,15,312,353,53,28,25,2,41,507,97.69,6213,3727,2486,62.89,43,12,0,2,0,7,63.64,0,300,12,328,shred,2023,248.0,14.0,7.0,7.93,7.08,15.01,1.44,0.13,11.0,7.0,18.0,12.18,3.4,12.25,0.64,0.0,28.57,14.98,0.71,0.13,17.78,11.98,1.43,7.88,7.08,3.44,10.83,6.97,12.35,324.17,13.82,2.78,6.92,1.72,-0.8,1.55,2.75,3.78,2.75,1.57,1.36,0.62,1.73,2.85,1.56,-0.59,1.74,-0.99,-0.39,2.19,-0.54,3.09,0.702
Chad Yorgason,14,295,174,38,21,17,9,38,133,93.66,2240,1029,1211,57.47,9,8,0,1,1,6,85.71,15,10,285,346,shred,2023,248.0,14.0,7.0,12.07,9.77,21.84,0.76,0.13,6.0,7.0,13.0,5.17,4.6,16.84,3.05,107.14,128.57,21.41,3.05,0.12,12.84,5.16,0.77,11.74,9.62,4.62,5.95,6.95,16.79,337.47,273.75,106.81,5.89,0.88,0.87,1.34,0.25,-0.06,-0.01,0.92,0.56,0.05,0.28,0.15,0.91,0.09,1.97,3.11,0.03,0.39,0.51,0.87,0.702
Elijah Jaime,14,230,258,41,7,34,4,38,136,95.77,2896,557,2339,62.79,12,6,0,1,0,2,66.67,0,219,11,248,shred,2023,248.0,14.0,7.0,2.71,13.18,15.89,0.53,0.17,2.0,9.0,11.0,4.65,2.33,21.29,1.74,0.0,57.14,15.82,1.79,0.16,10.96,4.66,0.55,2.83,12.95,2.43,2.11,8.89,21.09,245.8,13.5,3.77,2.07,1.04,-0.32,1.34,0.67,0.28,0.01,-0.36,2.26,-0.23,1.57,-0.32,1.55,0.75,0.74,-1.0,-0.39,0.48,-0.26,0.6,0.702
Sean Connole,15,291,341,58,33,25,1,35,432,94.53,7054,3349,3705,63.05,27,21,0,3,0,24,64.86,0,290,1,307,shred,2023,248.0,14.0,7.0,9.68,7.33,17.01,1.27,0.12,10.0,11.0,21.0,7.92,6.16,16.33,0.34,0.0,14.29,16.92,0.42,0.12,20.69,7.84,1.26,9.58,7.32,6.13,9.86,10.86,16.32,303.64,3.19,2.88,23.43,2.0,-1.04,1.13,3.28,1.97,2.19,2.02,1.36,1.89,3.12,2.47,1.58,0.02,1.48,-1.15,-0.39,0.76,-0.68,0.81,0.702
Jonny Hoffman,15,261,151,24,9,15,16,34,61,89.71,1265,329,936,54.3,10,6,0,0,0,0,0.00,1,2,259,299,shred,2023,248.0,14.0,7.0,5.96,9.93,15.89,0.4,0.13,2.0,6.0,8.0,6.62,3.97,20.74,6.13,7.14,228.57,15.77,5.94,0.12,8.12,6.52,0.44,5.96,9.75,4.03,2.19,6.0,20.45,292.17,247.76,12.97,0.25,0.09,2.53,1.06,-0.36,0.05,-0.54,-0.18,0.36,-0.23,-0.03,-0.55,0.53,0.67,1.38,2.72,-0.37,0.17,1.4,1.01,0.702
Will Selfridge,15,306,280,39,19,20,8,33,253,95.47,3420,916,2504,60.0,21,12,0,2,0,3,60.00,0,183,123,355,shred,2023,248.0,14.0,7.0,6.79,7.14,13.93,0.9,0.11,3.0,9.0,12.0,7.5,4.29,13.52,2.61,0.0,114.29,13.93,2.62,0.11,11.93,7.41,0.9,6.76,7.14,4.31,3.07,8.9,13.61,349.28,121.45,3.48,3.03,0.93,0.63,0.99,0.99,1.29,0.87,0.74,0.86,0.62,1.76,0.04,1.21,-0.4,2.08,0.68,-0.39,0.48,0.29,0.89,0.702
Kyle Weinberg,15,277,162,21,6,15,18,31,115,93.5,1591,500,1091,51.85,8,7,0,1,0,2,66.67,102,6,271,328,shred,2023,248.0,14.0,7.0,3.7,9.26,12.96,0.71,0.11,3.0,7.0,10.0,4.94,4.32,13.83,6.5,728.57,257.14,13.02,6.3,0.1,10.0,4.94,0.73,3.83,9.13,4.36,3.12,6.94,13.96,319.92,259.78,692.08,2.12,-0.08,3.01,0.86,-0.15,-0.18,-0.15,-0.45,0.36,-0.09,0.15,-0.38,0.23,-0.35,1.74,2.9,2.46,0.04,2.21,1.24,0.702
McKay Yorgason,14,258,268,28,22,6,8,25,421,97.68,3067,2419,648,60.45,26,9,0,2,0,0,--,0,183,75,306,shred,2023,248.0,14.0,7.0,8.21,2.24,10.45,1.57,0.1,9.0,2.0,11.0,9.7,3.36,7.29,3.1,0.0,114.29,10.58,3.1,0.1,10.96,9.53,1.55,8.13,2.41,3.42,8.86,2.14,7.6,301.79,75.11,3.63,0.14,0.32,0.63,0.44,0.77,1.86,2.11,1.02,-0.54,0.19,-0.36,1.54,1.27,-1.32,1.47,-0.04,-0.39,1.1,0.29,1.85,0.702
Tony Mounga,11,162,91,18,11,7,13,25,55,90.16,1274,705,569,59.34,1,6,0,0,1,6,85.71,1,0,162,201,shred,2023,248.0,14.0,7.0,12.09,7.69,19.78,0.6,0.15,8.0,6.0,14.0,1.1,6.59,23.16,8.02,7.14,185.71,19.21,7.52,0.14,13.6,1.49,0.64,11.49,7.62,6.43,7.7,6.0,22.45,199.81,153.68,16.43,5.8,-0.24,1.82,0.44,-0.35,-0.97,-0.59,0.01,-0.44,-0.23,-0.45,-0.17,1.13,1.03,0.15,1.26,-0.37,-0.27,0.99,0.11,0.702
Grant Lindsley,12,243,259,37,24,13,1,23,320,95.81,4253,2652,1601,61.39,15,13,0,2,0,8,61.54,0,209,34,273,shred,2023,248.0,14.0,7.0,9.27,5.02,14.29,1.24,0.09,10.0,6.0,16.0,5.79,5.02,13.29,0.41,0.0,14.29,14.28,0.51,0.09,15.78,5.76,1.23,9.15,5.09,5.02,9.81,6.0,13.39,269.88,35.64,3.75,7.85,0.82,-1.04,0.3,1.52,0.61,1.37,1.2,0.16,0.76,0.73,1.78,1.38,-0.43,1.05,-0.66,-0.39,0.5,-0.68,0.41,0.702
Devon Terry,13,168,102,14,4,10,9,22,37,97.37,826,227,599,50.98,2,1,0,0,0,2,100.00,0,4,164,203,shred,2023,248.0,14.0,7.0,3.92,9.8,13.73,0.36,0.13,2.0,6.0,8.0,1.96,0.98,22.32,5.36,0.0,128.57,13.75,5.15,0.12,8.18,2.23,0.42,4.11,9.55,1.34,2.27,6.0,21.76,201.75,156.32,9.02,2.18,-0.47,0.87,0.23,-0.63,-0.85,-0.72,-0.64,-0.14,-0.94,-0.41,-0.65,0.13,0.9,0.17,1.29,-0.39,0.03,0.43,0.28,0.702
Everett Saunders,8,106,81,15,11,4,9,18,62,91.18,1054,797,257,49.38,3,5,0,1,0,6,66.67,20,3,103,126,shred,2023,248.0,14.0,7.0,13.58,4.94,18.52,0.77,0.17,10.0,3.0,13.0,3.7,6.17,17.0,8.49,142.86,128.57,18.02,7.89,0.15,12.67,3.84,0.8,12.75,5.17,6.04,9.45,3.33,16.89,132.92,100.25,138.26,5.78,-0.41,0.87,-0.05,-0.49,-0.74,-0.54,0.01,-0.74,-0.37,-0.8,-0.08,-0.06,0.11,-0.8,0.38,0.17,-0.21,0.54,-0.03,0.702
Ben Hoffman,6,66,45,9,3,6,4,12,25,96.15,442,159,283,46.67,3,1,0,0,0,1,100.00,3,2,64,85,shred,2023,248.0,14.0,7.0,6.67,13.33,20.0,0.56,0.18,4.0,6.0,10.0,6.67,2.22,17.68,6.06,21.43,57.14,18.91,5.5,0.15,10.0,6.37,0.64,6.55,12.18,2.73,4.18,6.0,17.37,103.91,66.55,35.9,1.55,-0.75,-0.32,-0.47,-0.88,-0.74,-0.81,-0.73,-0.54,-0.94,-0.77,-0.72,-0.39,0.22,-1.31,-0.21,-0.31,-0.16,-0.25,-0.38,0.702
