Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,DPP_Z,MP_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Christophe Tremblay-Joncas,12,266,233,30,11,19,14,24,168,87.5,3238,1327,1911,44.64,13,20,1,0,0,8,61.54,99,131,135,306,royal,2023,4.72,8.15,12.88,0.72,5.26,0.09,6.0,8.0,14.0,5.58,8.58,19.27,129.0,29.34,13.55,23.01,3105.16,12.67,161.13,10.79,18.51,19.38,1272.6,1832.6,19.14,301.19,0.41,2.13,0.39,0.87,0.38,0.25,-0.01,0.75,1.75,1.07,0.45,-0.63,0.45,1.52,0.86,1.52,-0.79,1.22,-0.907,-0.297
Thomas Lalonde-Landry,11,177,99,9,5,4,13,18,73,93.59,649,163,486,42.42,5,4,0,0,0,0,--,0,31,146,209,royal,2023,5.05,4.04,9.09,0.74,7.34,0.1,2.0,5.0,7.0,5.05,4.04,8.89,129.0,9.46,12.08,16.35,590.38,5.0,66.39,5.09,4.28,4.09,148.5,441.96,9.54,207.17,-0.76,1.76,-0.09,-0.74,-0.53,-0.47,-0.55,-0.75,-0.53,-0.54,-0.7,-0.9,-1.09,0.2,1.02,0.2,-0.31,1.18,-0.205,-0.297
William St-Pierre,6,119,165,25,2,23,1,18,52,89.66,1581,132,1449,38.18,5,4,0,4,0,0,0.00,0,119,0,152,royal,2023,1.21,13.94,15.15,0.32,0.84,0.15,1.0,9.0,10.0,3.03,2.42,30.4,129.0,24.37,1.11,16.97,1491.23,5.0,49.09,2.23,22.09,4.06,124.74,1366.54,29.58,154.11,0.12,-1.05,-0.04,-0.16,-0.53,-0.6,-0.83,1.12,-0.54,0.53,-0.73,-1.41,2.1,-0.54,-1.16,-0.54,-0.03,-0.64,-0.099,-0.297
Antoine Dubé,11,176,101,13,3,10,5,14,26,92.86,607,72,535,44.55,2,2,0,2,0,0,--,0,33,143,193,royal,2023,2.97,9.9,12.87,0.26,2.84,0.08,1.0,5.0,6.0,1.98,1.98,23.35,129.0,13.09,4.82,12.74,553.22,2.27,23.75,3.27,9.73,2.27,65.96,487.34,22.69,192.64,-0.54,-0.1,-0.35,-0.76,-0.85,-0.79,-0.73,-0.17,-0.8,-0.49,-0.79,-0.64,1.06,-0.0,0.98,-0.0,-0.14,-0.07,-0.163,-0.297
Eliott Heloir,4,51,34,5,3,2,4,7,41,93.18,593,455,138,50.0,2,2,0,0,0,2,100.00,23,13,38,54,royal,2023,8.82,5.88,14.71,1.21,7.84,0.14,13.0,4.0,17.0,5.88,5.88,14.46,129.0,7.05,3.77,5.41,460.5,2.68,31.91,3.68,3.14,2.68,352.73,108.0,14.81,84.68,-0.9,-0.37,-0.87,-0.82,-0.81,-0.73,-0.69,-0.87,-0.74,-0.93,-0.49,0.01,-0.26,-1.52,-0.6,-1.52,-0.22,-0.01,-0.129,-0.297
Melvyn Brichet,8,152,155,14,7,7,5,6,95,88.79,1650,422,1228,40.65,13,10,0,3,0,2,66.67,0,96,56,192,royal,2023,4.52,4.52,9.03,0.61,3.29,0.04,3.0,8.0,11.0,8.39,6.45,17.37,129.0,14.0,4.88,5.64,1550.61,12.52,89.3,6.94,7.0,9.7,396.73,1153.94,17.29,191.82,-0.49,-0.09,-0.85,-0.12,0.36,-0.29,-0.37,-0.46,0.31,0.28,-0.45,-1.11,0.17,-0.02,-0.33,-0.02,-0.44,-0.06,-0.49,-0.297
Raphaël Lalonde-Landry,2,30,12,4,4,0,1,5,15,100.0,220,43,177,58.33,0,0,0,0,0,0,--,0,6,24,26,royal,2023,33.33,0.0,33.33,1.25,3.33,0.17,4.0,15.0,18.0,0.0,0.0,14.67,129.0,8.55,1.91,2.73,124.55,2.27,8.64,4.91,3.18,2.27,25.73,99.27,15.27,100.09,-0.81,-0.85,-1.06,-1.04,-0.85,-0.9,-0.57,-0.86,-0.8,-0.94,-0.83,1.01,-0.23,-1.3,-0.81,-1.3,-0.2,-0.37,-0.097,-0.297
Jacob Duquette,4,67,52,8,4,4,2,4,48,90.57,503,314,189,34.62,3,5,0,1,0,2,66.67,7,19,48,95,royal,2023,7.69,7.69,15.38,0.92,2.99,0.06,6.0,4.0,10.0,5.77,9.62,10.48,129.0,8.97,2.16,3.35,423.48,3.32,40.42,4.32,4.48,5.0,264.16,159.48,11.37,110.16,-0.78,-0.78,-1.02,-0.85,-0.73,-0.66,-0.63,-0.72,-0.4,-0.87,-0.58,-1.83,-0.85,-1.16,-0.45,-1.16,-0.32,-0.35,-0.277,-0.297
Simon Walker,6,86,83,6,4,2,1,4,56,94.92,940,585,355,43.37,0,3,0,0,0,2,100.00,0,63,23,91,royal,2023,4.82,2.41,7.23,0.67,1.16,0.05,7.0,4.0,11.0,0.0,3.61,16.79,129.0,6.86,1.22,3.57,840.0,0.54,50.09,4.22,2.54,3.22,522.63,317.47,16.71,101.54,-0.91,-1.02,-1.0,-0.58,-1.06,-0.59,-0.63,-0.93,-0.66,-0.69,-0.32,-0.78,0.08,-1.28,-0.82,-1.28,-0.47,-0.49,-0.396,-0.297
Julien Sénéchal,6,62,62,4,3,1,3,3,48,88.89,661,355,306,32.26,6,4,0,0,0,0,--,1,37,25,65,royal,2023,4.84,1.61,6.45,0.77,4.84,0.05,6.0,5.0,11.0,9.68,6.45,13.77,129.0,5.39,3.0,2.58,570.58,5.86,41.47,3.42,1.83,4.14,306.39,264.33,14.08,82.22,-0.99,-0.57,-1.07,-0.75,-0.43,-0.65,-0.71,-1.0,-0.53,-0.75,-0.54,-2.12,-0.36,-1.55,-0.79,-1.55,-0.29,-0.14,-0.195,-0.297
Sam Warrick,7,118,137,4,0,4,1,3,60,95.24,718,67,651,35.04,1,2,0,0,0,0,--,0,92,26,141,royal,2023,0.0,2.92,2.92,0.44,0.85,0.03,0.0,5.0,5.0,0.73,1.46,11.97,129.0,4.68,1.14,2.8,669.84,1.27,55.99,0.41,4.2,2.2,62.78,607.12,12.24,144.27,-1.04,-1.04,-1.05,-0.69,-0.97,-0.54,-1.0,-0.75,-0.82,-0.35,-0.79,-1.78,-0.63,-0.68,-0.78,-0.68,-0.6,-0.61,-0.628,-0.297
Devon Asemota,6,42,21,2,1,1,1,2,5,83.33,75,-4,79,47.62,1,1,0,0,0,0,--,0,2,40,47,royal,2023,4.76,4.76,9.52,0.24,2.38,0.05,-0.0,4.0,4.0,4.76,4.76,15.0,129.0,5.87,1.65,1.35,54.03,2.29,3.71,2.61,2.94,2.29,-1.1,55.45,15.32,92.81,-0.97,-0.91,-1.16,-1.08,-0.85,-0.94,-0.79,-0.89,-0.8,-0.99,-0.86,-0.27,-0.18,-1.4,-0.57,-1.4,-0.26,-0.4,-0.165,-0.297
Tynan Peterson,6,44,18,1,1,0,1,2,8,100.0,151,74,77,44.44,1,0,0,0,0,0,--,0,2,42,43,royal,2023,5.56,0.0,5.56,0.44,2.27,0.05,4.0,4.0,8.0,5.56,0.0,18.88,129.0,5.64,1.71,1.29,100.64,2.43,5.5,2.79,2.5,1.79,49.36,51.64,17.85,95.14,-0.98,-0.9,-1.16,-1.05,-0.83,-0.93,-0.77,-0.93,-0.88,-1.0,-0.81,-0.65,0.39,-1.37,-0.54,-1.37,-0.21,-0.4,-0.132,-0.297
Desmond Staples,10,82,53,4,3,1,1,1,42,91.3,475,344,131,37.74,0,4,0,0,0,1,100.00,2,13,69,91,royal,2023,5.66,1.89,7.55,0.79,1.22,0.01,6.0,2.0,9.0,0.0,7.55,11.31,129.0,5.59,1.32,0.84,401.19,0.79,35.49,3.48,1.95,4.16,290.19,111.16,12.05,106.56,-0.98,-1.0,-1.19,-0.86,-1.03,-0.7,-0.71,-0.99,-0.52,-0.93,-0.56,-1.46,-0.73,-1.21,-0.13,-1.21,-0.51,-0.49,-0.427,-0.297
Julien Bernat,4,46,37,2,1,1,0,1,14,100.0,183,32,151,40.54,0,0,0,1,0,1,100.00,0,19,27,48,royal,2023,2.7,2.7,5.41,0.38,0.0,0.02,1.0,4.0,5.0,0.0,0.0,13.07,129.0,4.55,0.64,0.79,146.19,1.06,11.23,2.06,2.28,1.06,26.26,120.15,13.69,78.0,-1.04,-1.17,-1.2,-1.02,-1.0,-0.88,-0.84,-0.96,-0.99,-0.92,-0.83,-1.12,-0.47,-1.61,-0.76,-1.61,-0.31,-0.54,-0.203,-0.297
Max Ayad,9,81,46,5,2,3,0,1,19,86.36,306,160,146,45.65,2,2,0,2,0,1,50.00,11,14,67,97,royal,2023,4.35,6.52,10.87,0.41,0.0,0.01,3.0,3.0,7.0,4.35,4.35,16.11,129.0,6.61,0.54,0.82,253.14,2.54,15.79,2.71,3.71,2.54,132.32,121.0,16.09,113.43,-0.92,-1.2,-1.2,-0.95,-0.82,-0.85,-0.78,-0.81,-0.76,-0.92,-0.72,-0.51,-0.02,-1.12,-0.16,-1.12,-0.24,-0.65,-0.244,-0.297
Nabil Chaouch,2,35,42,5,3,2,2,1,24,88.89,492,185,307,42.86,4,3,0,3,0,1,50.00,0,35,0,44,royal,2023,7.14,4.76,11.9,0.57,5.71,0.03,4.0,7.0,12.0,9.52,7.14,20.5,129.0,6.73,2.19,0.81,399.31,4.19,19.58,3.58,2.96,3.38,150.38,249.12,19.63,71.88,-0.92,-0.77,-1.2,-0.86,-0.63,-0.82,-0.7,-0.88,-0.64,-0.77,-0.7,-0.84,0.63,-1.7,-1.16,-1.7,-0.28,-0.25,-0.162,-0.297
Ryan Osgar,14,243,299,95,76,19,2,80,402,95.94,6217,3510,2707,60.87,31,16,0,1,0,35,79.55,0,243,0,289,empire,2023,25.42,6.35,31.77,1.34,0.82,0.33,12.0,9.0,21.0,10.37,5.35,15.47,243.0,92.38,2.03,77.41,6016.13,30.16,389.02,73.73,18.61,15.64,3396.57,2619.59,15.49,285.76,4.12,-0.82,4.26,2.74,2.45,1.98,6.02,0.76,1.19,1.99,2.64,1.32,-0.11,1.3,-1.16,1.3,2.14,-0.78,2.015,0.331
Jeff Babbitt,14,242,285,62,2,60,15,73,185,97.37,3053,230,2823,58.95,15,4,0,0,0,1,50.00,0,202,40,288,empire,2023,0.7,21.05,21.75,0.65,6.2,0.3,1.0,10.0,11.0,5.26,1.4,16.5,243.0,60.37,14.59,70.53,2949.85,14.66,178.76,2.14,58.2,4.03,222.37,2727.51,16.48,284.64,2.24,2.4,3.77,0.78,0.61,0.39,-0.83,4.92,-0.54,2.12,-0.63,1.09,0.04,1.29,-0.57,1.29,1.39,1.44,1.519,0.331
Ben Jagt,14,263,208,50,15,35,17,53,125,89.29,3634,855,2779,59.13,18,13,0,1,1,3,75.00,137,75,188,315,empire,2023,7.21,16.83,24.04,0.6,6.46,0.2,4.0,13.0,17.0,8.65,6.25,29.07,243.0,48.35,16.36,50.57,3467.76,17.4,119.31,14.59,33.72,12.63,816.01,2651.8,28.47,309.22,1.53,2.85,2.35,1.11,0.94,-0.06,0.36,2.35,0.74,2.03,-0.02,1.11,1.9,1.63,1.65,1.63,0.36,1.7,0.562,0.331
Jack Williams,15,276,321,62,38,24,3,41,417,94.56,5091,2588,2503,61.68,31,23,1,1,0,14,51.85,0,257,19,322,empire,2023,11.84,7.48,19.31,1.3,1.09,0.15,8.0,8.0,16.0,9.66,7.17,12.21,243.0,60.55,3.0,39.76,4937.5,30.21,404.43,37.03,23.49,22.46,2509.96,2427.56,12.32,317.98,2.25,-0.57,1.58,2.05,2.45,2.1,2.51,1.27,2.21,1.77,1.73,1.41,-0.59,1.75,-0.88,1.75,0.7,-0.68,0.647,0.331
John Randolph,13,203,146,32,21,11,16,40,160,93.57,2037,946,1091,60.27,15,8,1,0,0,5,55.56,1,20,183,255,empire,2023,14.38,7.53,21.92,1.1,7.88,0.2,6.0,7.0,14.0,10.27,5.48,12.73,243.0,30.85,15.17,37.44,1907.06,14.36,149.81,20.04,10.74,7.81,885.68,1021.45,12.94,250.77,0.5,2.55,1.41,0.11,0.58,0.17,0.88,-0.07,0.02,0.13,0.06,1.24,-0.52,0.81,1.58,0.81,0.45,1.63,0.582,0.331
John Lithio,14,249,304,37,13,24,3,27,239,95.6,3547,990,2557,59.21,16,11,0,2,0,5,71.43,0,239,10,301,empire,2023,4.28,7.89,12.17,0.79,1.2,0.11,3.0,8.0,12.0,5.26,3.62,14.84,243.0,36.27,3.0,26.14,3434.36,15.65,231.42,12.78,23.46,10.81,958.63,2475.76,14.88,297.43,0.82,-0.57,0.61,1.09,0.73,0.78,0.19,1.27,0.47,1.82,0.13,1.12,-0.2,1.46,-1.02,1.46,-0.08,-0.64,-0.151,0.331
Oliver Chartock,14,216,231,32,14,18,7,26,213,95.09,2759,1607,1152,58.44,17,11,0,2,0,6,66.67,0,143,73,281,empire,2023,6.06,7.79,13.85,0.92,3.24,0.12,7.0,5.0,12.0,7.36,4.76,12.95,243.0,31.25,6.83,24.92,2644.93,16.5,204.2,13.67,17.54,10.75,1540.53,1104.45,13.08,277.18,0.53,0.41,0.52,0.58,0.83,0.58,0.27,0.65,0.46,0.23,0.73,1.03,-0.48,1.18,-0.07,1.18,0.48,0.09,0.474,0.331
Antoine Davis,14,218,139,11,4,7,16,25,38,97.44,705,200,505,64.03,1,1,0,1,0,1,100.00,0,2,216,254,empire,2023,2.88,5.04,7.91,0.27,7.34,0.11,1.0,4.0,5.0,0.72,0.72,18.55,243.0,11.2,15.13,23.32,658.36,1.27,35.52,4.13,7.0,1.27,186.91,471.51,18.38,249.64,-0.65,2.54,0.41,-0.69,-0.97,-0.7,-0.64,-0.46,-0.95,-0.51,-0.66,1.7,0.34,0.79,2.07,0.79,-0.2,1.62,-0.018,0.331
Elliott Chartock,13,221,270,39,25,14,1,25,502,96.91,4087,3648,439,61.48,25,15,0,0,0,20,80.00,0,212,9,274,empire,2023,9.26,5.19,14.44,1.86,0.45,0.11,14.0,2.0,15.0,9.26,5.56,8.14,243.0,38.11,1.07,24.11,3941.39,24.29,484.11,24.32,13.75,14.64,3517.89,423.54,8.42,270.96,0.93,-1.06,0.46,1.41,1.75,2.7,1.29,0.25,1.04,-0.57,2.76,1.39,-1.2,1.09,-1.03,1.09,1.2,-0.91,1.05,0.331
Ryan Drost,13,159,117,8,1,7,19,24,46,93.88,519,21,498,48.72,2,2,0,1,1,0,0.00,0,3,156,200,empire,2023,0.85,5.98,6.84,0.39,11.95,0.15,0.0,4.0,4.0,1.71,1.71,11.28,243.0,8.47,17.74,22.11,478.92,2.24,42.46,1.39,7.0,2.24,19.74,459.26,11.65,199.13,-0.81,3.21,0.32,-0.81,-0.86,-0.65,-0.91,-0.46,-0.81,-0.52,-0.84,-0.14,-0.73,0.09,1.17,0.09,-0.33,2.2,-0.07,0.331
Ben Katz,15,205,143,27,17,10,11,22,171,90.96,1429,1227,202,56.64,20,15,0,1,0,1,33.33,0,1,204,252,empire,2023,11.89,6.99,18.88,1.2,5.37,0.11,9.0,1.0,10.0,13.99,10.49,8.36,243.0,26.15,10.48,20.56,1336.25,19.02,159.89,16.28,9.8,14.35,1147.13,189.19,8.86,247.88,0.23,1.35,0.21,-0.26,1.13,0.24,0.52,-0.17,1.0,-0.84,0.32,0.81,-1.16,0.77,1.89,0.77,0.48,0.8,0.521,0.331
Bretton Tan,9,128,89,11,2,9,9,18,24,92.31,444,116,328,62.92,1,2,0,0,1,0,0.00,0,1,127,160,empire,2023,2.25,10.11,12.36,0.27,7.03,0.14,1.0,4.0,5.0,1.12,2.25,18.5,243.0,11.3,8.39,16.18,400.16,1.4,21.68,2.4,8.8,2.3,104.79,295.47,18.25,162.93,-0.65,0.81,-0.1,-0.86,-0.96,-0.8,-0.81,-0.27,-0.8,-0.72,-0.75,1.56,0.34,-0.42,0.74,-0.42,-0.17,0.63,-0.073,0.331
Charles Weinberg,13,205,259,28,12,16,5,18,241,94.51,3092,965,2127,60.62,25,13,0,2,0,6,54.55,0,205,0,254,empire,2023,4.63,6.18,10.81,0.93,2.44,0.09,4.0,8.0,12.0,9.65,5.02,12.83,243.0,27.48,4.93,17.33,2977.43,24.26,232.08,11.78,15.67,12.7,929.31,2048.15,12.95,251.58,0.3,-0.07,-0.02,0.79,1.75,0.79,0.09,0.45,0.75,1.33,0.1,1.29,-0.5,0.82,-1.16,0.82,0.08,-0.18,0.055,0.331
Jeff Holm,13,141,89,12,12,0,6,14,92,95.83,906,623,283,58.43,4,4,0,0,0,1,100.00,0,2,139,177,empire,2023,13.48,0.0,13.48,1.03,4.26,0.1,7.0,3.0,10.0,4.49,4.49,9.85,243.0,12.2,5.7,12.59,815.49,4.1,82.81,11.39,0.71,4.1,560.58,255.02,10.47,178.21,-0.59,0.12,-0.36,-0.59,-0.64,-0.34,0.05,-1.12,-0.53,-0.76,-0.28,1.02,-0.94,-0.21,0.92,-0.21,-0.2,0.12,-0.143,0.331
Josue Alorro,11,129,79,13,9,4,5,13,80,94.12,952,562,390,51.9,8,5,0,0,0,4,50.00,59,2,127,154,empire,2023,11.39,5.06,16.46,1.01,3.88,0.1,7.0,5.0,12.0,10.13,6.33,11.9,243.0,13.11,4.78,11.54,846.16,7.66,71.12,8.66,4.34,5.0,499.42,346.85,12.36,157.93,-0.54,-0.11,-0.43,-0.57,-0.22,-0.43,-0.21,-0.74,-0.4,-0.66,-0.34,0.24,-0.64,-0.49,0.74,-0.49,-0.02,0.0,-0.014,0.331
Mike Drost,12,138,94,10,1,9,7,13,43,91.49,582,186,396,47.87,3,4,0,0,0,0,--,0,3,135,173,empire,2023,1.06,9.57,10.64,0.46,5.07,0.09,2.0,4.0,6.0,3.19,4.26,13.53,243.0,10.38,6.62,11.75,527.0,3.19,38.96,1.48,8.81,4.1,168.6,358.5,13.77,174.54,-0.7,0.36,-0.42,-0.78,-0.74,-0.67,-0.9,-0.27,-0.53,-0.64,-0.68,-0.24,-0.4,-0.26,0.86,-0.26,-0.26,0.29,-0.173,0.331
Marques Brownlee,14,211,151,17,7,10,7,12,66,84.62,1485,454,1031,55.63,10,11,0,1,0,5,50.00,96,2,209,259,empire,2023,4.64,6.62,11.26,0.44,3.32,0.06,3.0,7.0,10.0,6.62,7.28,22.5,243.0,16.81,6.75,11.25,1393.39,9.69,61.96,6.94,9.81,10.63,426.11,967.34,22.1,254.65,-0.32,0.39,-0.45,-0.22,0.02,-0.5,-0.37,-0.16,0.45,0.07,-0.42,0.69,0.93,0.86,1.97,0.86,-0.45,0.13,-0.405,0.331
Solomon Rueschemeyer-Bailey,14,244,305,19,13,6,4,11,486,97.39,3851,3291,560,60.33,24,12,0,0,0,1,33.33,0,244,0,305,empire,2023,4.26,1.97,6.23,1.59,1.64,0.05,11.0,2.0,13.0,7.87,3.93,7.92,243.0,18.84,3.97,10.65,3729.06,23.4,470.6,12.78,6.03,11.78,3186.68,542.41,8.18,301.32,-0.2,-0.32,-0.49,1.28,1.65,2.6,0.19,-0.56,0.62,-0.43,2.42,1.25,-1.23,1.52,-1.16,1.52,0.6,-0.47,0.552,0.331
Matt LaBar,8,80,60,9,2,7,3,9,21,87.5,405,105,300,55.0,0,2,0,1,0,1,50.00,0,0,80,116,empire,2023,3.33,11.67,15.0,0.35,3.75,0.11,2.0,5.0,7.0,0.0,3.33,19.29,243.0,9.71,3.0,7.71,348.57,0.71,18.14,2.57,7.0,2.43,90.71,258.0,18.82,126.43,-0.74,-0.57,-0.7,-0.89,-1.04,-0.83,-0.79,-0.46,-0.78,-0.76,-0.76,0.61,0.45,-0.93,0.03,-0.93,-0.27,-0.24,-0.184,0.331
Ethan Fortin,15,177,142,13,11,2,3,8,142,94.67,1044,1014,30,55.63,8,8,1,0,0,1,25.00,2,9,168,229,empire,2023,7.75,1.41,9.15,1.0,1.69,0.05,7.0,0.0,7.0,5.63,5.63,7.35,243.0,13.07,3.0,7.47,975.97,7.8,132.72,10.67,2.33,7.8,947.62,28.42,7.92,226.37,-0.54,-0.57,-0.72,-0.49,-0.2,0.04,-0.02,-0.95,0.02,-1.03,0.12,0.69,-1.31,0.47,1.35,0.47,-0.09,-0.47,-0.124,0.331
Walker Frankenberg,12,270,337,65,23,42,2,57,291,95.72,4758,1825,2933,53.71,29,9,0,1,0,3,60.00,0,261,9,269,spiders,2023,6.82,12.46,19.29,0.86,0.74,0.21,5.0,9.0,14.0,8.61,2.67,16.35,181.0,63.53,2.03,55.36,4621.17,28.31,282.64,22.51,40.99,8.88,1772.55,2848.65,16.34,266.69,2.42,-0.82,2.69,1.85,2.23,1.17,1.12,3.11,0.18,2.26,0.97,0.46,0.02,1.03,-1.03,1.03,1.76,-0.74,1.841,0.164
Keenan Laurence,12,281,341,59,25,34,8,55,148,93.08,4368,1347,3021,53.67,13,10,0,2,0,8,61.54,0,266,15,263,spiders,2023,7.33,9.97,17.3,0.43,2.85,0.2,4.0,9.0,13.0,3.81,2.93,29.51,181.0,57.72,7.86,53.43,4243.84,12.77,143.81,24.46,33.23,9.86,1308.77,2935.1,29.13,260.89,2.08,0.68,2.55,1.61,0.39,0.12,1.3,2.29,0.33,2.36,0.49,0.45,1.97,0.95,-0.94,0.95,0.49,0.31,0.569,0.164
Gavin May,9,182,151,24,7,17,10,30,64,91.43,1470,384,1086,50.33,5,3,0,1,0,1,100.00,0,77,105,186,spiders,2023,4.64,11.26,15.89,0.42,5.49,0.16,3.0,7.0,10.0,3.31,1.99,22.97,181.0,23.38,9.57,28.14,1379.32,5.0,60.09,6.94,16.38,3.12,360.46,1018.92,22.54,186.19,0.06,1.11,0.75,-0.23,-0.53,-0.51,-0.37,0.53,-0.68,0.13,-0.49,0.05,1.0,-0.1,0.41,-0.1,0.12,0.78,0.189,0.164
Chris Lung,10,234,288,43,26,17,7,28,315,92.65,4718,3146,1572,53.47,19,21,0,1,0,15,55.56,1,229,5,225,spiders,2023,9.03,5.9,14.93,1.09,2.99,0.12,11.0,5.0,16.0,6.6,7.29,14.98,181.0,42.03,6.87,27.06,4560.01,18.53,304.46,25.33,16.66,20.46,3040.6,1519.45,15.01,223.79,1.16,0.42,0.67,1.81,1.07,1.34,1.39,0.55,1.91,0.71,2.27,0.43,-0.18,0.43,-1.09,0.43,0.13,0.22,0.155,0.164
Max Williams,12,262,315,32,10,22,3,27,86,95.56,2064,339,1725,53.65,14,3,0,5,0,1,100.00,0,247,15,246,spiders,2023,3.17,6.98,10.16,0.27,1.15,0.1,1.0,5.0,7.0,4.44,0.95,24.0,181.0,31.45,3.0,26.17,2000.8,13.72,83.38,9.88,21.54,3.06,328.72,1672.11,23.75,244.25,0.54,-0.57,0.61,0.17,0.5,-0.34,-0.09,1.07,-0.69,0.89,-0.52,0.45,1.15,0.72,-0.94,0.72,0.61,-0.51,0.581,0.164
Evan Magsig,12,272,331,42,29,13,5,23,415,94.1,4115,2966,1149,52.87,28,21,1,3,0,7,53.85,12,247,25,269,spiders,2023,8.76,3.93,12.69,1.25,1.84,0.08,9.0,3.0,12.0,8.46,6.34,9.92,181.0,41.18,4.94,22.33,3994.62,27.33,402.86,28.33,12.82,20.53,2879.17,1115.48,10.1,266.65,1.11,-0.07,0.34,1.45,2.11,2.08,1.67,0.15,1.93,0.24,2.11,0.36,-0.93,1.03,-0.79,1.03,0.63,-0.22,0.664,0.164
Mac Hecht,10,243,298,52,44,8,4,23,502,92.45,6115,4626,1489,56.04,40,32,1,1,0,21,61.76,0,241,2,228,spiders,2023,14.77,2.68,17.45,1.68,1.65,0.09,16.0,5.0,21.0,13.42,10.74,12.18,181.0,50.77,3.97,22.25,5916.79,38.86,485.73,42.77,7.97,31.12,4475.97,1440.85,12.3,226.73,1.67,-0.32,0.33,2.68,3.47,2.71,3.06,-0.36,3.51,0.62,3.75,0.74,-0.6,0.47,-1.13,0.47,0.73,-0.3,0.704,0.164
Wyatt Berreman,12,214,119,15,7,8,9,23,50,100.0,770,218,552,50.42,5,0,0,1,0,1,100.00,1,2,212,229,spiders,2023,5.88,6.72,12.61,0.42,4.21,0.11,2.0,5.0,6.0,4.2,0.0,15.4,181.0,14.92,8.53,21.22,711.09,5.0,46.2,6.92,7.92,0.39,201.49,509.67,15.45,225.9,-0.43,0.85,0.26,-0.66,-0.53,-0.62,-0.38,-0.36,-1.09,-0.47,-0.65,0.06,-0.12,0.46,2.01,0.46,0.18,0.51,0.24,0.164
Raekwon Adkins,9,172,203,26,8,18,6,18,63,85.14,1270,155,1115,50.74,3,11,0,3,0,1,20.00,0,132,40,182,spiders,2023,3.94,8.87,12.81,0.31,3.49,0.1,1.0,5.0,6.0,1.48,5.42,20.16,181.0,25.44,5.86,17.15,1210.85,3.09,60.09,7.91,17.48,10.72,147.96,1062.93,19.96,182.33,0.18,0.16,-0.03,-0.34,-0.76,-0.51,-0.28,0.64,0.46,0.18,-0.7,0.1,0.58,-0.15,-0.57,-0.15,-0.56,0.13,-0.492,0.164
Dexter Clyburn,8,195,225,36,19,17,6,16,192,91.0,3480,1454,2026,52.0,17,16,0,10,0,10,76.92,0,167,28,190,spiders,2023,8.44,7.56,16.0,0.85,3.08,0.08,6.0,9.0,15.0,7.56,7.11,18.12,181.0,35.06,5.87,15.32,3332.34,16.49,183.87,18.45,16.57,15.53,1392.34,1940.04,18.03,189.96,0.75,0.17,-0.16,1.02,0.83,0.42,0.73,0.55,1.18,1.2,0.58,0.25,0.28,-0.04,-0.75,-0.04,-0.18,0.12,-0.154,0.164
Robin Vickers Batzdorf,12,196,120,11,5,6,10,14,110,93.22,671,447,224,54.17,10,6,0,1,0,3,60.00,55,6,190,220,spiders,2023,4.17,5.0,9.17,0.92,5.1,0.07,4.0,2.0,6.0,8.33,5.0,6.1,181.0,11.23,9.46,12.92,620.15,9.62,101.62,5.08,6.08,5.92,413.0,207.23,6.86,217.62,-0.65,1.09,-0.33,-0.72,0.02,-0.2,-0.55,-0.56,-0.26,-0.82,-0.43,0.51,-1.5,0.35,1.68,0.35,0.02,0.69,0.096,0.164
Dylan Nice,9,130,71,13,4,9,5,13,33,91.67,693,155,538,50.7,6,3,0,2,0,0,--,0,7,123,132,spiders,2023,5.63,12.68,18.31,0.46,3.85,0.1,2.0,8.0,10.0,8.45,4.23,21.0,181.0,13.12,4.75,11.4,608.68,5.88,29.05,4.25,8.75,3.25,136.48,472.32,20.38,139.04,-0.54,-0.12,-0.44,-0.73,-0.43,-0.75,-0.63,-0.28,-0.66,-0.51,-0.72,0.1,0.71,-0.76,0.68,-0.76,-0.01,0.04,-0.004,0.164
Brandon Fein,9,153,105,8,3,5,6,12,64,95.52,520,430,90,47.62,7,2,0,0,1,1,100.00,97,28,125,166,spiders,2023,2.86,4.76,7.62,0.61,3.92,0.08,4.0,1.0,5.0,6.67,1.9,8.12,181.0,8.52,5.74,10.96,475.65,6.83,58.52,3.26,5.17,2.26,393.04,82.7,8.81,168.0,-0.81,0.13,-0.47,-0.81,-0.31,-0.53,-0.73,-0.65,-0.81,-0.96,-0.45,-0.27,-1.2,-0.35,0.71,-0.35,0.14,0.15,0.135,0.164
